PG.ProteinGroups,PG.Genes,PG.ProteinDescriptions,[1] 20210208_KLOF_DIA_FAIMS_35V_d0_1.raw.PG.Quantity,[2] 20210208_KLOF_DIA_FAIMS_35V_d0_2.raw.PG.Quantity,[3] 20210208_KLOF_DIA_FAIMS_35V_d0_3.raw.PG.Quantity,[4] 20210208_KLOF_DIA_FAIMS_35V_d0_4.raw.PG.Quantity,[5] 20210208_KLOF_DIA_FAIMS_35V_d0_5.raw.PG.Quantity,[6] 20210208_KLOF_DIA_FAIMS_35V_d0_6.raw.PG.Quantity,[7] 20210208_KLOF_N2_DIA_FAIMS_35V_d28_1.raw.PG.Quantity,[8] 20210208_KLOF_N2_DIA_FAIMS_35V_d28_2.raw.PG.Quantity,[9] 20210208_KLOF_N2_DIA_FAIMS_35V_d28_3.raw.PG.Quantity,[10] 20210208_KLOF_N2_DIA_FAIMS_35V_d28_4.raw.PG.Quantity,[11] 20210208_KLOF_N2_DIA_FAIMS_35V_d28_5.raw.PG.Quantity,[12] 20210208_KLOF_N2_DIA_FAIMS_35V_d28_6.raw.PG.Quantity
Q8IV32,CCDC71,Coiled-coil domain-containing protein 71,9091.525391,7550.646484,4575.009277,5443.866211,2880.176514,3328.695557,Filtered,7596.756836,2668.470459,4820.262695,2531.44873,3968.057129
Q8IV36,HID1,Protein HID1,3600.256348,499.4906616,1414.803711,1528.208618,963.2565918,858.2668457,16644.55273,17692.6875,17138.20508,19837.11523,17897.96484,20451.01172
Q8IV38,ANKMY2,Ankyrin repeat and MYND domain-containing protein 2,13163.875,14216.60645,13714.72656,13995.32227,13629.88672,13344.6875,51249.69141,55847.32813,51539.34375,53868.34766,52472,53764.31641
Q8IV48,ERI1,3'-5' exoribonuclease 1,31619.88867,7286.152344,7171.724121,7495.93457,27169.82813,23851.73828,Filtered,Filtered,11.0519619,15.50300789,Filtered,3049.433838
Q8IVD9,NUDCD3,NudC domain-containing protein 3,30948.59766,29005.05664,33131.16406,35267.44922,35222.03516,32792.60156,41290.48438,43293.27344,35895.6875,39255.82031,44004.33594,40693.41797
Q8IVF2,AHNAK2,Protein AHNAK2,14199.83301,13100.46875,6591.940918,9017.96582,6952.955078,16362.65039,51916.27344,42644.72656,83302.27344,43565.00391,41270.42188,59671.13672
Q8IVH8,MAP4K3,Mitogen-activated protein kinase kinase kinase kinase 3,13944.33887,11017.33496,11933.47168,13239.25977,11341.31641,12973.90723,4884.063965,6291.686523,7267.748047,4653.20166,5384.980469,3314.983643
Q8IVL0,NAV3,Neuron navigator 3,11189.04102,7635.685547,6780.347656,9429.616211,8710.825195,6824.213379,11731.31641,10810.97266,10547.25391,12291.53516,11074.51855,10150.23633
Q8IVL5,P3H2,Prolyl 3-hydroxylase 2,2165.944824,Filtered,2459.221436,1976.937134,1597.132324,1270.680054,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered
Q8IVL6,P3H3,Prolyl 3-hydroxylase 3,818793.75,37157.10938,694891.625,912690,659435.5,329861.625,211.1889648,292.080719,Filtered,36.54574966,250.5560303,10391.07422
Q8IVM0,CCDC50,Coiled-coil domain-containing protein 50,2587.806885,4313.623535,3429.142822,3366.826904,3233.638672,2557.977539,5809.448242,6167.805664,11350.60449,8138.419922,10182.3457,9121.619141
Q8IVP5,FUNDC1,FUN14 domain-containing protein 1,5389.047363,3537.192139,3539.616455,4571.595215,2542.463379,2667.899658,Filtered,Filtered,18491.3125,6448.003418,21527.44336,5307.945313
Q8IVS2,MCAT,"Malonyl-CoA-acyl carrier protein transacylase, mitochondrial",14802.25781,12840.3877,14561.75977,13935.00293,14705.59961,13599.59961,14628.78711,11550.56152,8862.663086,16504.24414,15388.21777,15157.24805
Q8IVW6,ARID3B,AT-rich interactive domain-containing protein 3B,217709.0156,201307.7344,195281.4688,211196.2344,215659.5,206995.4219,39467.87891,38882.11328,35321.875,38259.96875,41327.13281,39773.61719
Q8IW41,MAPKAPK5,MAP kinase-activated protein kinase 5,NaN,1718.319824,2130.383545,NaN,2345.048584,2588.025391,Filtered,Filtered,660.1607666,Filtered,Filtered,Filtered
Q8IW45,NAXD,ATP-dependent (S)-NAD(P)H-hydrate dehydratase,8012.288574,4248.157227,5380.572754,6206.130859,4674.984863,4294.342285,64554.27344,71143.35938,62561.66406,69586.85156,64345.44141,66283.01563
Q8IW52,SLITRK4,SLIT and NTRK-like protein 4,663.5788574,Filtered,Filtered,934.2311401,Filtered,Filtered,2023.138794,2304.37793,Filtered,2231.855713,Filtered,3633.154541
Q8IW70,TMEM151B,Transmembrane protein 151B,130.6668854,Filtered,Filtered,Filtered,Filtered,Filtered,5283.981445,3260.576904,813.5213013,3113.76709,1957.983887,1748.387207
Q8IW92,GLB1L2,Beta-galactosidase-1-like protein 2,263.7561646,723.4165649,749.2693481,818.8365479,1109.684937,331.72052,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered
Q8IW93,ARHGEF19,Rho guanine nucleotide exchange factor 19,9318.774414,855.4898682,2696.316895,4907.62207,3075.276855,8880.831055,Filtered,2.301380634,Filtered,2.26970315,Filtered,Filtered
Q8IWA0,WDR75,WD repeat-containing protein 75,69594.21094,14244.33203,15101.08496,81720.47656,70240.97656,70297.15625,7150.087402,Filtered,16.58275032,6454.059082,3157.751221,Filtered
Q8IWA4,MFN1,Mitofusin-1,30761.74609,33511.20703,34233.40625,39470.33984,33397.13672,31312.75391,21082.54102,16290.50391,18129.49414,16693.62305,20010.58203,18427.94141
Q8IWA5,SLC44A2,Choline transporter-like protein 2,9533.250977,6447.632813,7261.000488,7586.295898,7581.63623,7065.986816,27160.20703,25921.80273,20483.79688,28299.24219,29914.25586,27575.75
Q8IWB1,ITPRIP,"Inositol 1,4,5-trisphosphate receptor-interacting protein",2663.653809,8827.457031,11965.30762,10288.30469,10665.99707,11601.81055,7140.255859,7245.352051,6618.705566,3860.631348,3224.26416,5114.800781
Q8IWB7,WDFY1,WD repeat and FYVE domain-containing protein 1,40482.83984,41960.67969,40388.43359,45052.36328,39162.51953,40092.90625,32873.625,30521.20313,40494.67969,31808.29297,30159.97266,28517.37109
Q8IWC1,MAP7D3,MAP7 domain-containing protein 3,108170.2422,18503.66797,17646.09766,33521.34375,26621.84961,87432.66406,7.842084885,Filtered,Filtered,Filtered,Filtered,1813.866943
Q8IWE2,FAM114A1,Protein NOXP20,3473.633789,3806.94751,1082.593384,1755.560059,236.4736938,641.803894,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered
Q8IWE4,DCUN1D3,DCN1-like protein 3,14070.61035,12378.03027,10428.46094,12069.46875,10252.05762,7579.337402,24690.85547,20003.91016,12329.71387,19302.50977,24992.98047,19834.20117
Q8IWF2,FOXRED2,FAD-dependent oxidoreductase domain-containing protein 2,5818.531738,4030.29126,4916.787109,7058.443359,3909.767578,4236.5,2859.784424,Filtered,1394.386475,2368.628174,Filtered,Filtered
Q8IWI9,MGA,MAX gene-associated protein,18518.67578,14186.31836,14604.04395,18354.80469,13433.03809,14741.83789,1903.188354,2579.58374,2335.114258,2130.508789,1625.515747,1473.374146
Q8IWJ2,GCC2,GRIP and coiled-coil domain-containing protein 2,10030.43457,5689.905273,5477.609375,8036.076172,5231.528809,4755.646484,42.53317642,33.05569077,22.37831116,3220.652344,2505.953857,354.6713562
Q8IWQ3,BRSK2,Serine/threonine-protein kinase BRSK2,6995.669434,7175.040039,4997.594238,6777.830078,7218.658203,4734.362793,42019.72656,41706.76953,51668.51953,45384.48438,41076.61328,32469.35938
Q8IWR0,ZC3H7A,Zinc finger CCCH domain-containing protein 7A,17207.00391,13863.71973,14559.60645,18917.67578,13441.79297,13760.01465,4930.843262,7685.824707,8336.208984,6247.482422,6151.650879,4861.64209
Q8IWT6,LRRC8A,Volume-regulated anion channel subunit LRRC8A,38782.92578,30367.22656,31922.50586,36178.62109,35450.31641,37451.96094,41790.76953,34538.49609,35381.92188,38920.81641,42266.05469,32871.33594
Q8IWU2,LMTK2,Serine/threonine-protein kinase LMTK2,5397.87793,3894.537354,3989.366699,5593.666016,4887.61084,4540.847168,3945.603027,3074.841553,3291.920898,3308.565674,2770.138672,6124.253418
Q8IWU5,SULF2,Extracellular sulfatase Sulf-2,2127.875977,1841.798828,2112.630127,3037.790527,2137.922119,2254.885498,25560.56836,21985.97461,27801.08594,24165.75195,19849.22266,21841.07422
Q8IWV2,CNTN4,Contactin-4,9209.362305,18697.48633,38626.86328,39476.51172,8521.360352,40273.75,93297.64844,37287.26172,17438.46289,18072.76172,16559.66406,18361.35352
Q8IWV7,UBR1,E3 ubiquitin-protein ligase UBR1,25911.18945,18766.77148,22647.95117,29145.85156,20769.86328,20265.86523,40973.53125,41712.07422,47266.04688,38632.16016,42480.69531,41605.84375
Q8IWV8,UBR2,E3 ubiquitin-protein ligase UBR2,25987.26367,20490.76758,22286.5957,25706.36328,19371.69336,18322.06055,5488.481445,6003.024902,91.3502655,4606.658691,5486.091797,6235.257813
Q8IWW6,ARHGAP12,Rho GTPase-activating protein 12,30314.18555,26573.36719,26075.51367,28455.06055,25073.20313,24132.95117,21571.62891,26316.5293,22596.88672,19295.75195,26019.95313,17752.67383
Q8IWY4,SCUBE1,"Signal peptide, CUB and EGF-like domain-containing protein 1",1315.403809,890.6260376,855.187561,1461.317261,1400.278076,1341.031982,13572.48047,13604.93945,16370.24023,14260.86621,11717.29492,13149.89941
Q8IWY9,CDAN1,Codanin-1,5082.750977,5478.400879,4439.669434,5236.645996,5064.141602,5453.773926,1448.426392,2265.842041,945.098938,2088.661621,802.329895,1579.195801
Q8IWZ3,ANKHD1,Ankyrin repeat and KH domain-containing protein 1,99104.98438,92924.42969,92382.23438,105532.4609,86670.73438,88557.17188,30784.02539,32330.26953,36084.83984,27228.94336,34090.50391,30649.75586
Q8IWZ8,SUGP1,SURP and G-patch domain-containing protein 1,17976.31055,15989.70703,15988.73242,18888.43359,16515.37695,15763.8457,3981.375244,3102.88623,352.7656555,3880.621338,2064.258789,4266.516602
Q8IX04,UEVLD,Ubiquitin-conjugating enzyme E2 variant 3,23863.41211,20619.48438,18060.92773,24972.03906,20764.50391,18819.51758,37.78409576,39.17474747,1263.744263,1083.541992,24.0416317,40.05636978
Q8IX12,CCAR1,Cell division cycle and apoptosis regulator protein 1,245780.5,257560.3906,247884.125,252925.5469,225077.3906,238781.6094,111292.6953,124045.2031,163183.8125,119318.6406,112682.9219,98952.72656
Q8IX15,HOMEZ,Homeobox and leucine zipper protein Homez,1298.65979,Filtered,795.2904053,1170.147949,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,NaN
Q8IX18,DHX40,Probable ATP-dependent RNA helicase DHX40,25243.72266,24617.61523,23213.79102,24407.46484,19664.1875,20835.94141,8822.518555,9655.395508,9729.395508,6880.171875,6650.875,9892.069336
Q8IX30,SCUBE3,"Signal peptide, CUB and EGF-like domain-containing protein 3",2116.858398,NaN,Filtered,2427.182129,2889.672607,8864.027344,27298.25977,26013.27539,30371.46094,20372.72656,21776.66797,23143.25195
Q8IX90,SKA3,Spindle and kinetochore-associated protein 3,51434.24609,43426.18359,41361.07422,46250.31641,39952.72266,37769.14453,24157.31445,28667.375,15532.56348,36231.02344,16478.18359,30966.25781
Q8IXB1,DNAJC10,DnaJ homolog subfamily C member 10,81863.75781,100838.0078,78046.42188,97806.625,96306.75781,85648.82031,38317.5,39736.09375,20699.74219,52715.24609,38944.05469,50603.07422
Q8IXI1,RHOT2,Mitochondrial Rho GTPase 2,64255.41016,56841.97656,54833.63281,60921.52344,50560.61328,54962.05859,41567.94922,45153.30469,41061.6875,42369.9375,39391.89844,37333.45313
Q8IXJ6,SIRT2,NAD-dependent protein deacetylase sirtuin-2,1229.723755,1390.237061,838.7469482,1268.818481,1223.012573,155.5455322,48641.85156,51324.28125,32122.91211,45603.37109,50126.11328,47093.52734
Q8IXM3,MRPL41,"39S ribosomal protein L41, mitochondrial",56557.65234,55819.21094,45343.10547,50727.625,55411.65234,45585.3125,29939.58398,16996.57813,12273.88574,14015.61523,27831.99414,24748.98242
Q8IXN7,RIMKLA,N-acetylaspartylglutamate synthase A,1564.502686,Filtered,Filtered,1380.055908,Filtered,4081.172852,723.3793335,988.1550903,Filtered,Filtered,Filtered,Filtered
Q8IXQ5,KLHL7,Kelch-like protein 7,104272.3984,82053.08594,91660.29688,107100.0156,98339.23438,86370.77344,12111.12891,8459.633789,293.9473572,5302.483398,7806.351563,8575.594727
Q8IXS8,FAM126B,Protein FAM126B,234.6004486,40.57523346,91.37779999,NaN,0.41440621,0.851153791,1827.175659,1612.43689,938.2096558,2068.617676,1684.619751,1646.926025
Q8IXU6,SLC35F2,Solute carrier family 35 member F2,3427.35791,2165.480713,1209.585693,3215.221436,2038.583008,1801.578613,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered
Q8IXV7,KLHDC8B,Kelch domain-containing protein 8B,1702.372925,539.7446899,146.9451447,606.8164063,800.5001831,307.4266357,Filtered,Filtered,Filtered,933.6231689,Filtered,Filtered
Q8IXW5,RPAP2,Putative RNA polymerase II subunit B1 CTD phosphatase RPAP2,18681.37305,24687.57813,24449.65234,25749.21484,24560.32617,23933.48633,3169.576904,1414.675781,158.8418427,1048.087402,1811.482544,1507.851074
Q8IXZ2,ZC3H3,Zinc finger CCCH domain-containing protein 3,3159.835938,1443.59314,1636.50708,2435.314941,1505.618408,1236.194214,431.9213562,827.4155273,280.5140991,2.555729389,2.466108084,0.984048128
Q8IY18,SMC5,Structural maintenance of chromosomes protein 5,17063.12891,15879.88965,17556.78711,20397.64648,16330.76758,16213.5166,6812.943359,6381.101563,6710.255859,4953.197266,7523.578125,5530.775391
Q8IY26,PLPP6,Phospholipid phosphatase 6,4763.000977,4149.237305,5065.123047,5254.598633,5032.02832,4088.36084,8499.695313,10261.93848,14722.65332,7753.660645,9871.375,6338.387695
Q8IY37,DHX37,Probable ATP-dependent RNA helicase DHX37,40715.89063,38336.67969,38757.42578,41403.83203,37731.09766,38936.17578,4289.469727,4754.384277,4927.911133,5302.116211,4366.270508,5567.69873
Q8IY63,AMOTL1,Angiomotin-like protein 1,2539.632813,775.3200684,1578.517456,2718.946533,1846.131104,1334.954468,Filtered,1684.794678,1030.981079,1082.244019,945.7426758,Filtered
Q8IY81,FTSJ3,pre-rRNA 2'-O-ribose RNA methyltransferase FTSJ3,113663.1328,111698.4219,110677.4141,111308.2344,104572.4297,114318.9375,18648.93359,20459.60352,18808.26563,14223.63672,13258.16211,16798.87891
Q8IY92,SLX4,Structure-specific endonuclease subunit SLX4,7225.25293,3877.429932,8112.623535,6908.512695,3146.870361,7796.317383,2210.978271,1572.547852,2538.685303,2343.396729,3080.063721,2404.932617
Q8IY95,TMEM192,Transmembrane protein 192,24552.01953,23281.24219,20893.50977,24945.23828,23026.16406,22496.74609,27751.26953,29276.3457,25356.28711,29405.61914,28901.35938,29592.16992
Q8IYA6,CKAP2L,Cytoskeleton-associated protein 2-like,6306.76123,7451.820801,1755.413208,6320.138184,9932.09375,7325.274414,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered
Q8IYB1,MB21D2,Protein MB21D2,14695.99316,14370.49512,15522.58105,13190.96582,14008.42773,13347.35742,34029.06641,33738.84766,44833.01172,32478.14063,33944.40234,37918.83984
Q8IYB4,PEX5L,PEX5-related protein,18499.29492,11918.96973,16599.92383,6934.074219,16974.74414,1962.828369,165746.625,180504.9219,170306.3281,165565.3438,177271.5625,151644.1875
Q8IYB5,SMAP1,Stromal membrane-associated protein 1,75124.57813,70142.6875,65562.25,75104.28125,70587.10156,64885.05078,177416.9688,177208.2656,205590.9688,183420.3594,197758.0313,186304.3125
Q8IYB7,DIS3L2,DIS3-like exonuclease 2,24423.60742,20936.0332,21459.95117,25467.19336,22790.68945,23475.55664,72858.49219,68792.9375,77544.39063,75747.64844,78650.1875,74842.69531
Q8IYB8,SUPV3L1,"ATP-dependent RNA helicase SUPV3L1, mitochondrial",96794.03125,85349.82031,84026.92969,97640.28906,82721.65625,88822.35156,86337.04688,86999.6875,107730.5625,77013.67969,84534.1875,77277.58594
Q8IYD1,GSPT2,Eukaryotic peptide chain release factor GTP-binding subunit ERF3B,42401.99219,40287.54297,35760.67969,37142.89844,39572.75781,34515.83203,21515.98047,22542.375,23535.41797,22639.90625,23524.46484,23718.34961
Q8IYH5,ZZZ3,ZZ-type zinc finger-containing protein 3,6990.28125,1559.457886,4901.028809,2900.768066,10245.09961,1715.183838,16762.89844,17632.23047,2701.854004,Filtered,Filtered,2104.657227
Q8IYI6,EXOC8,Exocyst complex component 8,15229.66602,15649.44434,14244.5498,15918.87891,16431.2832,14197.13867,58121.57422,60555.3125,61988.57031,57450.24609,69200.14844,63516.53125
Q8IYL2,TRMT44,Probable tRNA (uracil-O(2)-)-methyltransferase,3350.925293,2640.353271,310.3317566,2313.900146,2505.287842,2946.526123,2021.115967,2415.524414,784.9868164,2409.225342,Filtered,Filtered
Q8IYM9,TRIM22,E3 ubiquitin-protein ligase TRIM22,969.1087036,7237.100098,439.6106567,2244.855469,1745.750366,2502.513916,Filtered,2036.425903,Filtered,Filtered,Filtered,Filtered
Q8IYN2,TCEAL8,Transcription elongation factor A protein-like 8,2389.847168,NaN,581.6435547,530.9370117,692.9021606,2244.458984,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered
Q8IYQ7,THNSL1,Threonine synthase-like 1,9474.469727,7758.171875,8170.978027,9314.240234,8857.188477,8343.901367,19038.40039,19005.31836,18926.41992,19138.14453,17810.67188,17800.11133
Q8IYR2,SMYD4,SET and MYND domain-containing protein 4,16410.51758,10074.58984,10761.41016,14148.8877,11023.50098,8007.561523,9509.594727,7114.51123,6164.827637,7564.963379,5499.052734,6849.365234
Q8IYS1,PM20D2,Peptidase M20 domain-containing protein 2,9632.785156,6152.604492,9074.563477,15666.0752,9792.584961,7853.330566,18247.27539,19005.62695,72321.15625,12277.04199,13845.47852,15863.65039
Q8IYS2,KIAA2013,Uncharacterized protein KIAA2013,52330.00391,50807.05078,52299.05078,52070.57813,55273.92578,49807.26953,20515.64844,14715.14258,11778.91113,14847.63184,12429.23047,13494.46094
Q8IYU2,HACE1,E3 ubiquitin-protein ligase HACE1,3177.307617,2793.768066,2490.965088,3240.341553,2457.249512,1590.270508,1274.202271,5893.275391,3984.532715,17041.73047,2918.774902,1462.19104
Q8IYU8,MICU2,"Calcium uptake protein 2, mitochondrial",7556.822754,5650.027344,6222.208496,7293.206055,6188.914063,5360.738281,2337.62915,2910.826172,6518.393066,2444.135254,2956.706055,3363.724854
Q8IYW5,RNF168,E3 ubiquitin-protein ligase RNF168,8855.489258,5867.25,3528.099365,1671.475586,6412.556152,6322.913574,Filtered,Filtered,Filtered,1314.848999,977.972229,714.5179443
Q8IZ07,ANKRD13A,Ankyrin repeat domain-containing protein 13A,1833.838379,1354.19165,1189.545532,1499.712402,1155.514771,692.5741577,8277.53125,5861.960938,4998.689941,5906.166992,6295.501465,7214.470703
Q8IZ13,ZBED8,Protein ZBED8,1836.008789,1389.127808,990.769043,1935.585693,1252.12561,1910.790527,2993.497314,4674.708984,3646.135986,1670.459351,3695.833252,6002.320801
Q8IZ21,PHACTR4,Phosphatase and actin regulator 4,10424.31934,7832.310547,8699.900391,9660.557617,9078.926758,8792.083984,6506.157227,6371.431152,6805.741211,7191.19043,9413.71582,7396.692871
Q8IZ40,RCOR2,REST corepressor 2,52864.70313,44324.89453,45742.51172,46474.00781,44144,42562.29688,15219.64941,12248.95508,9752.414063,12113.92676,12112.18359,11675.46973
Q8IZ52,CHPF,Chondroitin sulfate synthase 2,43783.51953,36423.88281,35556.74219,43846.08594,29833.23828,36686.85547,11521.66211,12403.41895,10093.0293,10283.24512,10198.17773,12299.59863
Q8IZ73,RPUSD2,RNA pseudouridylate synthase domain-containing protein 2,41321.62891,4910.799316,24416.89648,33983.64063,28908.20313,18125.13672,1047.037354,49.07177353,56.47623444,Filtered,76.54227448,51.63500214
Q8IZ81,ELMOD2,ELMO domain-containing protein 2,8864.761719,8086.36084,8074.543457,9005.219727,8896.131836,9728.030273,35309.76563,32752.37891,45137.98438,41174.07031,38455.49219,32656.29492
Q8IZC4,RTKN2,Rhotekin-2,8931.47168,8703.732422,7498.857422,8334.586914,7316.451172,7015.873535,3331.369141,6815.24707,3836.972168,Filtered,7658.261719,3405.24292
Q8IZC7,ZNF101,Zinc finger protein 101,3028.716553,2931.399658,2946.589844,2288.392334,2263.638672,2463.901611,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered
Q8IZD4,DCP1B,mRNA-decapping enzyme 1B,10817.68555,4903.208496,5120.883301,7216.677734,5772.289063,4988.027344,5065.20166,4033.428467,1193.007935,2116.656982,2349.470947,3082.497314
Q8IZD9,DOCK3,Dedicator of cytokinesis protein 3,214.1742096,343.9973755,1835.033447,Filtered,927.2067261,1332.567993,20592.33398,18548.08984,13752.05469,21937.14063,16471.76367,22465.89453
Q8IZE3,SCYL3,Protein-associating with the carboxyl-terminal domain of ezrin,14121.13574,Filtered,Filtered,2622.977295,71979.59375,5935.585449,Filtered,Filtered,Filtered,Filtered,Filtered,4058.033203
Q8IZH2,XRN1,5'-3' exoribonuclease 1,7515.587891,5042.852539,5836.65332,7818.125977,5261.118652,4860.412598,5485.171875,6313.865234,5937.81543,5141.990234,3906.499756,6221.02832
Q8IZJ1,UNC5B,Netrin receptor UNC5B,3259.290039,Filtered,1538.666016,2915.07251,1751.626709,1791.811646,11750.96875,10123.97266,10631.98828,8471.636719,11109.4375,9260.947266
Q8IZP2,ST13P4,Putative protein FAM10A4,3.608073473,NaN,1,Filtered,Filtered,NaN,Filtered,NaN,Filtered,Filtered,Filtered,Filtered
Q8IZQ1,WDFY3,WD repeat and FYVE domain-containing protein 3,8259.535156,5563.97168,7139.540527,8842.419922,6761.144043,6227.914551,28776.93555,28496.03906,32585.16211,23846.99219,27862.00195,24875.33594
Q8IZT6,ASPM,Abnormal spindle-like microcephaly-associated protein,4388.439453,3292.160156,3901.460693,5036.228027,3689.567139,3246.588867,1102.69458,2101.542236,3567.222168,510.7038574,1058.063477,3458.335938
Q8IZV2,CMTM8,CKLF-like MARVEL transmembrane domain-containing protein 8,4028.78418,3557.722412,4284.418945,3626.918945,1413.408447,Filtered,3283.184814,Filtered,859.3834839,787.7746582,1536.168335,1906.219238
Q8N0V4,LGI2,Leucine-rich repeat LGI family member 2,223.901947,0.600221872,Filtered,Filtered,Filtered,4416.408691,28006.38281,20053.37891,25561.92383,21211.45313,17139.86133,19524.87891
Q8N0V5,GCNT2,"N-acetyllactosaminide beta-1,6-N-acetylglucosaminyl-transferase",18892.52148,5903.333984,7164.101563,9938.476563,6235.658203,3671.916748,Filtered,33348.19531,Filtered,Filtered,Filtered,Filtered
Q8N0W3,FCSK,L-fucose kinase,1950.751831,1693.878296,2425.363281,3064.80835,1842.73645,2774.152344,3190.161377,3070.338623,5866.997559,1756.2323,2201.428467,1311.140625
Q8N0W4,NLGN4X,"Neuroligin-4, X-linked",102687.1563,84094.125,88069.97656,112205.9453,85186.17188,80485.14063,34143.1875,39661.36719,9570.487305,33023.57422,28039.01953,35581.13672
Q8N0X7,SPART,Spartin,592955.3125,447709.75,496780.0625,533348.0625,529373.0625,471311.6563,9047.43457,14634.44824,15575.42285,20456.11523,17026.12109,893.7964478
Q8N0Y2,ZNF444,Zinc finger protein 444,9134.149414,6619.850098,4458.708496,5791.10791,5300.961426,6047.878418,650.3475952,596.2626343,4.223491192,Filtered,Filtered,Filtered
Q8N0Z3,SPICE1,Spindle and centriole-associated protein 1,3427.258789,995.7721558,2801.326904,3004.727051,2587.355713,1768.685547,Filtered,3637.381592,7726.655273,557.8059082,928.6480713,662.809021
Q8N0Z6,TTC5,Tetratricopeptide repeat protein 5,182058.4063,145688.6563,132177.5781,170793.6563,160848.1719,159238.375,565848.8125,549205.6875,398948.9375,513134.25,514859,499374.3125
Q8N0Z8,PUSL1,tRNA pseudouridine synthase-like 1,5838.70166,2880.820313,4504.376953,4495.841309,3483.989258,4606.643555,4524.59668,819.921936,9474.703125,1355.460327,2055.040527,5536.169922
Q8N108,MIER1,Mesoderm induction early response protein 1,35166.17188,31405.46875,27896.08008,22798.4707,29792.52734,28312.0918,13316.45605,11941.20605,9582.5625,14814.75,12904.36914,14571.17773
Q8N111,CEND1,Cell cycle exit and neuronal differentiation protein 1,1033.43457,NaN,153.1853333,343.7781372,71.15821075,294.123291,4431.314453,6028.922852,5888.28418,17080.14648,16680.52148,1567.547852
Q8N118,CYP4X1,Cytochrome P450 4X1,3313.676025,2510.006592,2574.031982,3415.906982,2714.807373,2679.79126,31344.99414,33458.98047,32884.50391,31422.97656,27115.31641,27851.35742
Q8N122,RPTOR,Regulatory-associated protein of mTOR,13678.38281,9678.704102,10462.59473,16550.17383,9340.743164,10780.99414,25700.2168,23254.77148,24351.06055,25526.35547,28685.75,25026.97461
Q8N126,CADM3,Cell adhesion molecule 3,5994.790039,6381.320801,5990.033203,7245.65625,5118.735352,11955.37988,257855.7813,271801.5625,223396.3281,334847.7188,239405.3281,288857.6563
Q8N137,CNTROB,Centrobin,2495.637207,380.7488098,756.6270752,647.586731,97.79920197,665.2229614,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered
Q8N141,ZFP82,Zinc finger protein 82 homolog,14186.10156,1740.852661,2019.434448,4547.083008,11278.86523,7980.029297,3300.231934,Filtered,1428.833496,3053.708252,Filtered,Filtered
Q8N142,ADSS1,Adenylosuccinate synthetase isozyme 1,7705.018555,5116.64502,6919.487793,7746.645996,6433.125,3677.558594,12361.69824,3028.191895,9793.452148,Filtered,14445.7627,8203.943359
Q8N158,GPC2,Glypican-2,19185.50781,16774.81641,18807.79297,18840.53516,19279.72656,16527.60352,757793.8125,748324.375,733959.5625,764410.4375,649593.8125,709037.75
Q8N163,CCAR2,Cell cycle and apoptosis regulator protein 2,452286.625,415750.0625,402587.375,455687.1875,424040.3438,411287.5625,272262.875,289731.3438,269108.6875,276982.75,276286.375,268413.5938
Q8N183,NDUFAF2,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 2,91427.04688,111378.5781,106613.7578,85984.61719,107047.9609,110247.1172,123000.4063,124182.6328,57186.34375,139801.0156,146191.2813,154069.5938
Q8N196,SIX5,Homeobox protein SIX5,3802.244385,1220.590698,985.4041138,1985.13147,1199.422363,1016.014404,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered
Q8N1A0,KRT222,Keratin-like protein KRT222,Filtered,Filtered,Filtered,213.9400635,Filtered,Filtered,6013.405273,6759.577148,1425.244263,6190.878906,2905.425049,3600.732666
Q8N1B4,VPS52,Vacuolar protein sorting-associated protein 52 homolog,3586.735596,1848.541992,3085.384521,4150.510742,3266.775879,3424.243164,5309.54834,5437.024414,7151.282715,4319.243652,7379.970215,6616.973145
Q8N1F7,NUP93,Nuclear pore complex protein Nup93,540770.5625,515982.6875,516230.0625,528327.6875,514852.4063,529124.5,219164.5469,208834.1406,214174.5,219239.75,199915.125,216890.375
Q8N1F8,STK11IP,Serine/threonine-protein kinase 11-interacting protein,8123.300781,7185.89502,7963.132324,9346.188477,7171.693359,7431.694824,4457.714844,6753.562988,4049.962158,6265.169922,6030.597656,5732.129883
Q8N1G0,ZNF687,Zinc finger protein 687,19914.01758,15180.56738,15182.98047,22209.99805,15121.90723,15948.07715,6021.583984,4524.259766,2954.447021,4895.47168,2958.386475,5164.053223
Q8N1G1,REXO1,RNA exonuclease 1 homolog,5595.669434,1935.541138,4594.047363,4345.367676,3782.126953,4343.449219,648.9038696,1935.692993,3341.495361,2157.825439,Filtered,910.9779663
